,artist_from_country,artist_id,artist_name
186,华语男歌手,671001,东南
187,华语男歌手,783379,杜歌
188,华语男歌手,2522,杜德伟
189,华语男歌手,2614,大哲
190,华语男歌手,2720,贰贝勒·木森 (J-Forest)
191,华语男歌手,816055,Easy Mind
192,华语男歌手,2716,诶姆
193,华语男歌手,1089203,Elfar
194,华语男歌手,1040044,enderdz
195,华语男歌手,6557,曾一鸣
196,华语男歌手,6608,曾志伟
197,华语男歌手,2294,陈光荣
198,华语男歌手,2312,C AllStar
199,华语男歌手,839689,SAM努尔夏提
200,华语男歌手,2027,卜学亮
201,华语男歌手,1065002,Bikman
202,华语男歌手,2061,包伍
203,华语男歌手,228408,Bloody Woods
204,华语男歌手,1135138,DJ浩宝
205,华语男歌手,1025229,DJ YiXiu 
206,华语男歌手,2610,丁浩然
207,华语男歌手,2520,东山少爷
208,华语男歌手,2525,戴玉强
209,华语男歌手,1047255,Easion_Ng
210,华语男歌手,981041,Eveight
211,华语男歌手,1094108,凌晨
212,华语男歌手,2735,EazyToo
213,华语男歌手,168042,曹寅
214,华语男歌手,2130,蔡国权
215,华语男歌手,2321,陈思诚
216,华语男歌手,2429,陈柏霖
217,华语男歌手,905711,白成永
218,华语男歌手,2056,拜尔
219,华语男歌手,1032373,边远
220,华语男歌手,1040104,Blindman
221,华语男歌手,859031,大飞
222,华语男歌手,2548,杜聪
223,华语男歌手,2591,单小源
224,华语男歌手,2527,DJ宝贝
225,华语男歌手,2519,董运昌
226,华语男歌手,1050341,EACH9
227,华语男歌手,1019328,EDEN
228,华语男歌手,1049701,国际友人-
229,华语男歌手,1080049,“阿兰姐”
230,华语男歌手,2375,蔡志展
231,华语男歌手,991003,崔跃文
232,华语男歌手,2133,陈奂仁
233,华语男歌手,2147,陈旭
234,华语男歌手,1124078,B.K.G
235,华语男歌手,1050807,白宁
236,华语男歌手,2089,布朗
237,华语男歌手,868113,BigKey
238,华语男歌手,743043,宾俊杰
239,华语男歌手,2617,邓川
240,华语男歌手,2531,邓健泓
241,华语男歌手,2521,邓伟标
242,华语男歌手,2682,丁炜
243,华语男歌手,2529,杜昆
244,华语男歌手,1039919,EI身份证
245,华语男歌手,1050576,EXIA
246,华语男歌手,1054116,儿时玩具
247,华语男歌手,1049900,冉明阳
248,华语男歌手,2173,陈星
249,华语男歌手,2414,曹越
250,华语男歌手,2336,程池
251,华语男歌手,2141,陈雷
252,华语男歌手,2071,白龙
253,华语男歌手,2030,百川
254,华语男歌手,2073,鲍元恺
255,华语男歌手,1078050,BHTY-R
256,华语男歌手,1060124,周迪
257,华语男歌手,1041109,大军
258,华语男歌手,2692,大军
259,华语男歌手,2888,狄易达
260,华语男歌手,2632,代理仁
261,华语男歌手,1019358,DJ跳跃
262,华语男歌手,2710,恩炀
263,华语男歌手,1043015,JIN&nbsp;DJs
264,华语男歌手,2730,Eugene Pao
265,华语男歌手,1031114,换号中bigbus
266,华语男歌手,1039900,EC Robot
267,华语男歌手,1080133,陈乐基
268,华语男歌手,2138,陈浩民
269,华语男歌手,2174,陈底里
270,华语男歌手,826307,陈晓
271,华语男歌手,2440,陈伟伦
272,华语男歌手,1047057,BEC包子
273,华语男歌手,2101,Barry
274,华语男歌手,1084207,白亮
275,华语男歌手,2031,白驹荣
276,华语男歌手,2526,窦鹏
277,华语男歌手,2554,戴军
278,华语男歌手,2528,刁寒
279,华语男歌手,2532,丁咚
280,华语男歌手,1043177,____Vzz
281,华语男歌手,905634,二凉
282,华语男歌手,1073043,ElectronOscillator
283,华语男歌手,2723,Ezfic
284,华语男歌手,1038223,一针见喜
285,华语男歌手,975774,二向柚
286,华语男歌手,2329,蔡晓
287,华语男歌手,1132979,蔡照
288,华语男歌手,2209,陈少华
289,华语男歌手,2276,崔京浩
290,华语男歌手,1044102,H.O.S.T
291,华语男歌手,1040095,菠萝大哥
292,华语男歌手,2036,滨哥
293,华语男歌手,1057197,薄汉雄
294,华语男歌手,1132492,DJNolyn
295,华语男歌手,1066056,dj皇家礼炮
296,华语男歌手,955037,丁乔
297,华语男歌手,1019366,丁童
298,华语男歌手,2728,二宝
299,华语男歌手,1047206,Electronic Dance Music
300,华语男歌手,2717,Ethen Chen
301,华语男歌手,1192402,二龙湖浩哥
302,华语男歌手,13971421,Empty ORio
303,华语男歌手,1135204,陈秋实
304,华语男歌手,2264,迟志强
305,华语男歌手,2448,曹秦
306,华语男歌手,2139,陈冠宇
307,华语男歌手,969082,背背
308,华语男歌手,1008035,BillySmith
309,华语男歌手,2040,毕国勇
310,华语男歌手,2083,白云
311,华语男歌手,1088061,DELA
312,华语男歌手,2584,大宝法王
313,华语男歌手,2600,Doe
314,华语男歌手,2602,邓杰
315,华语男歌手,2564,杜昊
316,华语男歌手,1093034,EryXDY
317,华语男歌手,12403137,尔冬明
318,华语男歌手,2230,陈雅森
319,华语男歌手,2132,陈建骐
320,华语男歌手,2330,晨熙
321,华语男歌手,2137,蔡小虎
322,华语男歌手,1039537,BEATS W
323,华语男歌手,1165010,卜风疯
324,华语男歌手,1053147,笨笨口琴
325,华语男歌手,189947,保剑锋
326,华语男歌手,1047265,波仔
327,华语男歌手,1049123,Danijay
328,华语男歌手,2575,段千寻
329,华语男歌手,2675,杜淳
330,华语男歌手,189918,杜海涛
331,华语男歌手,14099080,E&amp;M经贸民谣
332,华语男歌手,12363201,ERIC
333,华语男歌手,12871192,EC一平
334,华语男歌手,12074153,EY魂
335,华语男歌手,2190,崔恕
336,华语男歌手,941023,曹槽
337,华语男歌手,2119,蔡国庆
338,华语男歌手,2113,车继铃
339,华语男歌手,1135118,陈咏谦
340,华语男歌手,1023123,鲍文洋
341,华语男歌手,1038354,边边
342,华语男歌手,1131053,碧姐
343,华语男歌手,1032195,白云飞
344,华语男歌手,854273,杜鹏
345,华语男歌手,831288,丁克森
346,华语男歌手,2530,杜冲
347,华语男歌手,1085060,DJ 凌晨
348,华语男歌手,12492296,Eggace
349,华语男歌手,1043309,耳东 
350,华语男歌手,12404124,Eric Song
351,华语男歌手,938073,二玩家
352,华语男歌手,12370200,Evis&nbsp;Wy
353,华语男歌手,2165,陈占美
354,华语男歌手,2187,陈宁
355,华语男歌手,6740,曾春年
356,华语男歌手,6790,曾昱嘉
357,华语男歌手,1124422,白力一男
358,华语男歌手,2042,白水老人
359,华语男歌手,2084,包伟铭
360,华语男歌手,805087,德宏老爹
361,华语男歌手,2616,丁少华
362,华语男歌手,826382,大眼炮
363,华语男歌手,961021,东方健
364,华语男歌手,2733,Evade
365,华语男歌手,12263400,Egil Ellevill
366,华语男歌手,2721,eclove23
367,华语男歌手,12213188,俄比尔古
368,华语男歌手,13195211,二辰
369,华语男歌手,224360,陈亮
370,华语男歌手,1028199,菜小宝丶
371,华语男歌手,5914,蔡仁皓
372,华语男歌手,2154,成公亮
373,华语男歌手,905110,边欣
374,华语男歌手,1038088,贝歌
375,华语男歌手,816200,鲍国
376,华语男歌手,2052,比利
377,华语男歌手,1049899,BRET
378,华语男歌手,789136,大宁
379,华语男歌手,2537,邓健明
380,华语男歌手,1047424,杜光祎
381,华语男歌手,2562,窦智孔
382,华语男歌手,1049964,E.D.J HyunYu
383,华语男歌手,12332127,二飞
384,华语男歌手,1039360,ElectricGirl
385,华语男歌手,12263011,二亮哥
386,华语男歌手,762400,Ever Ending Kicks
387,华语男歌手,2423,陈羽凡
388,华语男歌手,2123,陈明章
389,华语男歌手,6521,曾航生
390,华语男歌手,2202,陈其钢
391,华语男歌手,1041040,百里熙
392,华语男歌手,1081023,李胜伟
393,华语男歌手,1057274,包青山
394,华语男歌手,1046167,背包客
395,华语男歌手,855537,丁衣凡
396,华语男歌手,1087261,大张雨
397,华语男歌手,2631,丁承运
398,华语男歌手,1039910,DJ RETINA
399,华语男歌手,1083066,D蒙介
400,华语男歌手,12170031,耳机
401,华语男歌手,2724,E歌
402,华语男歌手,1050175,二龙
403,华语男歌手,1039579,Emxi
404,华语男歌手,1060096,大彻
405,华语男歌手,1081164,陈川
406,华语男歌手,2136,蔡枫华
407,华语男歌手,187926,陈玉建
408,华语男歌手,962220,Baadsvik
409,华语男歌手,2039,白子正
410,华语男歌手,854299,包飞
411,华语男歌手,1044046,&nbsp;梁靖如
412,华语男歌手,1049372,白浩
413,华语男歌手,1050280,于亮
414,华语男歌手,2585,大冲
415,华语男歌手,774232,邓养天
416,华语男歌手,896232,大兵
417,华语男歌手,2327,陈杰瑞
418,华语男歌手,2285,崔弦亮
419,华语男歌手,1049979,陈建斌
420,华语男歌手,2237,陈豪
421,华语男歌手,2024,保新谊
422,华语男歌手,1049871,包尔淦
423,华语男歌手,1039313,Bunny
424,华语男歌手,1132200,包胡尔查
425,华语男歌手,1050481,DJ Carmen
426,华语男歌手,2650,戴亚
427,华语男歌手,2599,都智文
428,华语男歌手,2651,登格尔
429,华语男歌手,2163,常宽
430,华语男歌手,818622,Chinsta
431,华语男歌手,1014024,茶季杨
432,华语男歌手,2283,陈展鹏
433,华语男歌手,1080017,Bjergsen
434,华语男歌手,1047363,巴特尔道尔吉
435,华语男歌手,1132662,鲍昕宇Aspada
436,华语男歌手,1032014,包启宁
437,华语男歌手,1057078,Badkiz
438,华语男歌手,1050641,大坏兔子
439,华语男歌手,1081314,djokawa official
440,华语男歌手,966134,逗青
441,华语男歌手,947023,董冬冬
442,华语男歌手,1058138,大琴师音乐游戏
443,华语男歌手,2148,陈志朋
444,华语男歌手,2389,陈咏
445,华语男歌手,942004,陈阳
446,华语男歌手,2245,陈军
447,华语男歌手,2072,白鹤
448,华语男歌手,2050,白音孟和
449,华语男歌手,2025,B6
450,华语男歌手,1058207,电音style
451,华语男歌手,2586,Desolate
452,华语男歌手,1032057,DanFII
453,华语男歌手,1060122,DJLayDiMusic
454,华语男歌手,1043205,DJ骏仔
455,华语男歌手,2120,陈建年
456,华语男歌手,727005,陈赫
457,华语男歌手,2323,陈小平
458,华语男歌手,1007135,陈小虎
459,华语男歌手,868012,多杰太阳
460,华语男歌手,1075087,dj黑人blackz
461,华语男歌手,2544,Dick Lee
462,华语男歌手,1057162,德格叶
463,华语男歌手,2157,陈志远
464,华语男歌手,2224,春雷
465,华语男歌手,2128,陈永淘
466,华语男歌手,2371,曹磊
467,华语男歌手,1039211,超级猴子
468,华语男歌手,168015,褚乔
469,华语男歌手,2738,方大同
470,华语男歌手,2747,费玉清
471,华语男歌手,2739,方力申
472,华语男歌手,2736,范逸臣
473,华语男歌手,2775,樊凡
474,华语男歌手,957020,冯佳界
475,华语男歌手,2741,房祖名
476,华语男歌手,2742,方泂镔
477,华语男歌手,2743,费翔
478,华语男歌手,2737,范宗沛
479,华语男歌手,725039,冯允谦
480,华语男歌手,2768,付笛声
481,华语男歌手,2791,付辛博
482,华语男歌手,2740,傅聪
483,华语男歌手,1132196,冯建宇
484,华语男歌手,4544,佛山DJ明仔
485,华语男歌手,1081940,甫平
486,华语男歌手,862024,范忆堂
487,华语男歌手,1043488,范恩
488,华语男歌手,2754,冯晓泉
489,华语男歌手,228462,冯翰铭
490,华语男歌手,2753,冯德伦
491,华语男歌手,956281,符家浚
492,华语男歌手,1081292,Firah
493,华语男歌手,2816,冯绍峰
494,华语男歌手,2764,范思威
495,华语男歌手,2802,肥宝
496,华语男歌手,2786,范睿
497,华语男歌手,1039404,Forkyrie
498,华语男歌手,1050405,F1y&nbsp;Syn
499,华语男歌手,1032016,风子
500,华语男歌手,896230,冯巩
501,华语男歌手,1039141,方雨晨
502,华语男歌手,1049257,冯小波
503,华语男歌手,977192,风雷
504,华语男歌手,2749,范圣琦
505,华语男歌手,1047027,Ferrison
506,华语男歌手,1163007,方磊
507,华语男歌手,2758,冯乔
508,华语男歌手,2752,方锦龙
509,华语男歌手,2803,范圣霖
510,华语男歌手,2808,冯晓荣
511,华语男歌手,2777,符致逸
512,华语男歌手,2793,樊少华
513,华语男歌手,2757,傅振辉
514,华语男歌手,1077058,菲莫拉
515,华语男歌手,1024299,Oily&nbsp;Fish
516,华语男歌手,1050334,Fosto
517,华语男歌手,2750,Finn
518,华语男歌手,1161038,冯柯
519,华语男歌手,2788,Faber
520,华语男歌手,1132467,方少言
521,华语男歌手,1132372,冯行龙
522,华语男歌手,2810,浮尘
523,华语男歌手,2827,付豪
524,华语男歌手,2813,冯泽雨
525,华语男歌手,2761,浮克
526,华语男歌手,1050441,F.BING.KAI
527,华语男歌手,2748,Funck
528,华语男歌手,1022050,Fattwo
529,华语男歌手,1041080,冯博
530,华语男歌手,2792,冯磊
531,华语男歌手,2790,冯铭潮
532,华语男歌手,1087516,方治权
533,华语男歌手,2839,飞翔
534,华语男歌手,2756,冯杰
535,华语男歌手,802015,付俊杰
536,华语男歌手,2759,范竞马
537,华语男歌手,1025042,梵墨
538,华语男歌手,907004,费嘉
539,华语男歌手,1016120,冯光
540,华语男歌手,2766,方顺吉
541,华语男歌手,908116,冯满天
542,华语男歌手,2762,方奕
543,华语男歌手,865007,法老
544,华语男歌手,1039402,fx
545,华语男歌手,2778,冯言
546,华语男歌手,2769,冯伟棠
547,华语男歌手,1081898,疯哥张
548,华语男歌手,1081399,冯光华
549,华语男歌手,2771,冯少先
550,华语男歌手,1132739,FroZenUniverse
551,华语男歌手,2765,范振锋
552,华语男歌手,1019125,范宏伟
553,华语男歌手,809018,Ca$hFlow
554,华语男歌手,1039295,范洛
555,华语男歌手,1018070,浮小生July
556,华语男歌手,1057234,FACEVÔID
557,华语男歌手,2795,方迪
558,华语男歌手,1115016,FOM
559,华语男歌手,1019745,范朋飞
560,华语男歌手,1046239,奉枫
561,华语男歌手,1048005,范文夺
562,华语男歌手,2751,Funky末吉
563,华语男歌手,1087202,Fre浩成
564,华语男歌手,2781,傅振荣
565,华语男歌手,2805,冯家俊
566,华语男歌手,2799,范竟马
567,华语男歌手,2829,范星光
568,华语男歌手,2779,方子浩
569,华语男歌手,2849,古巨基
570,华语男歌手,2842,光良
571,华语男歌手,2863,高进
572,华语男歌手,2922,郭德纲
573,华语男歌手,2852,郭富城
574,华语男歌手,2843,郭顶
575,华语男歌手,3348,回音哥
576,华语男歌手,3066,胡彦斌
577,华语男歌手,3249,河图
578,华语男歌手,861777,华晨宇
579,华语男歌手,2963,高安
580,华语男歌手,2868,关喆
581,华语男歌手,2853,关正杰
582,华语男歌手,2948,宫傲
583,华语男歌手,3273,胡夏
584,华语男歌手,3064,胡歌
585,华语男歌手,3058,后弦
586,华语男歌手,3081,胡伟立
587,华语男歌手,3255,黄渤
588,华语男歌手,1038374,iMoon
589,华语男歌手,956418,InfiniteMusic
590,华语男歌手,1132544,Iceloki
591,华语男歌手,900332,imeatART
592,华语男歌手,1047333,iCsuo
593,华语男歌手,166014,金志文
594,华语男歌手,3558,蒋明
595,华语男歌手,3535,Jason Chen
596,华语男歌手,3528,靳松
597,华语男歌手,2981,葛平
598,华语男歌手,2848,郭峰
599,华语男歌手,2870,甘仕良
600,华语男歌手,2861,关楚耀
601,华语男歌手,2850,顾嘉辉
602,华语男歌手,3071,郝云
603,华语男歌手,3063,黄义达
604,华语男歌手,3415,霍尊
605,华语男歌手,3086,海鸣威
606,华语男歌手,3438,iiiis
607,华语男歌手,1039978,ilham丁丁
608,华语男歌手,1039393,IMAGINE
609,华语男歌手,133386,INK
610,华语男歌手,3456,姜育恒
611,华语男歌手,188694,蒋家驹（蒋蒋）
612,华语男歌手,3585,蒋勋
613,华语男歌手,827163,金贵晟
614,华语男歌手,5001,简弘亦
615,华语男歌手,2947,国蛋
616,华语男歌手,2841,高晓松
617,华语男歌手,2874,顾峰
618,华语男歌手,2859,管平湖
619,华语男歌手,3072,韩磊
620,华语男歌手,3084,洪卓立
621,华语男歌手,3059,黄霑
622,华语男歌手,3120,霍建华
623,华语男歌手,1031042,ibinbao
624,华语男歌手,1049076,Inspiration Crowd
625,华语男歌手,1031052,Impractical Scraps
626,华语男歌手,1050737,Ilya Ai Wei
627,华语男歌手,1161208,Izumi koga
628,华语男歌手,3459,姜玉阳
629,华语男歌手,1106073,贾乃亮
630,华语男歌手,3452,蒋大为
631,华语男歌手,3450,几米
632,华语男歌手,2862,龚一
633,华语男歌手,2867,哏德全
634,华语男歌手,2878,顾海滨
635,华语男歌手,3007,郭少杰
636,华语男歌手,3069,洪启
637,华语男歌手,3322,黄英华
638,华语男歌手,3094,黄晓明
639,华语男歌手,3077,欢子
640,华语男歌手,3116,黄家强
641,华语男歌手,13707529,IL CANTO
642,华语男歌手,13738116,ins白日说唱家
643,华语男歌手,13430213,Infernal Chaos
644,华语男歌手,12263528,Imc王辰
645,华语男歌手,3445,Intangible Ism
646,华语男歌手,3454,贾鹏芳
647,华语男歌手,3600,江智民
648,华语男歌手,3499,景岗山
649,华语男歌手,1081155,蒋劲夫
650,华语男歌手,2879,关智斌
651,华语男歌手,1043146,光合唱片
652,华语男歌手,900276,戈锐
653,华语男歌手,2928,高夫
654,华语男歌手,2844,古天乐
655,华语男歌手,3090,何炅
656,华语男歌手,3272,韩庚
657,华语男歌手,3073,黄凯芹
658,华语男歌手,1006030,洪尘
659,华语男歌手,1081840,irevan
660,华语男歌手,11987075,impossibleChuck
661,华语男歌手,1044068,IMCUICUI
662,华语男歌手,11975111,ilem
663,华语男歌手,3464,江涛
664,华语男歌手,3539,井柏然
665,华语男歌手,3453,蒋志光
666,华语男歌手,3498,金学峰
667,华语男歌手,2846,高明骏
668,华语男歌手,2851,郭子
669,华语男歌手,2892,高林生
670,华语男歌手,2857,高凌风
671,华语男歌手,3065,黄立行
672,华语男歌手,3079,黄品源
673,华语男歌手,3068,黄大炜
674,华语男歌手,3126,黄宗泽
675,华语男歌手,1083022,iimmune
676,华语男歌手,1039395,IANNE
677,华语男歌手,820494,Inbellum
678,华语男歌手,1000135,"I,Defiance"
679,华语男歌手,233211,INTI
680,华语男歌手,3536,金培达
681,华语男歌手,3594,蒋山
682,华语男歌手,1047078,江南诚
683,华语男歌手,3537,鞠起
684,华语男歌手,2856,高枫
685,华语男歌手,3020,过江龙
686,华语男歌手,3042,高正洋
687,华语男歌手,2885,光头李进
688,华语男歌手,1049179,Hanser
689,华语男歌手,3082,黄安
690,华语男歌手,3061,黄磊
691,华语男歌手,1025202,黄子韬
692,华语男歌手,3613,纪晓斌
693,华语男歌手,789380,J-Sleeper性感的拖鞋
694,华语男歌手,3562,金复载
695,华语男歌手,840314,茉莉与年少
696,华语男歌手,908209,Gordon扬豆仔
697,华语男歌手,2890,恭硕良
698,华语男歌手,3031,关栋天
699,华语男歌手,2945,歌浴森
700,华语男歌手,2847,郭伟亮
701,华语男歌手,3056,胡德夫
702,华语男歌手,3307,晃儿
703,华语男歌手,3060,黄建为
704,华语男歌手,3421,黄勇
705,华语男歌手,3330,胡鸿钧
706,华语男歌手,5839,解小东
707,华语男歌手,1087229,吉佑社
708,华语男歌手,1156032,靳东
709,华语男歌手,3534,贾鹏新
710,华语男歌手,3451,金城武
711,华语男歌手,2872,关德辉
712,华语男歌手,1049027,郭京飞
713,华语男歌手,2959,根呷
714,华语男歌手,905095,嘎玛西周
715,华语男歌手,3106,黄永灿
716,华语男歌手,3259,呼斯楞
717,华语男歌手,3112,何润东
718,华语男歌手,3070,黄玠
719,华语男歌手,3102,黄靖伦
720,华语男歌手,3463,江得胜
721,华语男歌手,1085016,贾轶男
722,华语男歌手,12048,Jurat.T.T
723,华语男歌手,905426,金润吉
724,华语男歌手,2946,刮刮乐
725,华语男歌手,2972,高山林
726,华语男歌手,2925,管维嘉
727,华语男歌手,1049741,尕金乐队
728,华语男歌手,2875,郭浩男
729,华语男歌手,3080,黄贯中
730,华语男歌手,3093,黄征
731,华语男歌手,223221,陈斐
732,华语男歌手,3118,黑龙
733,华语男歌手,837204,蒋卓嘉
734,华语男歌手,3515,Jeff李
735,华语男歌手,3519,金科
736,华语男歌手,3504,君君
737,华语男歌手,1049033,高铭
738,华语男歌手,2912,郭炳坚
739,华语男歌手,2871,广智
740,华语男歌手,2926,高杰
741,华语男歌手,3078,黄伟文
742,华语男歌手,1045031,黄立纲
743,华语男歌手,3256,黄明志
744,华语男歌手,3104,骅梓
745,华语男歌手,3162,胡兵
746,华语男歌手,1015710,江潮
747,华语男歌手,3458,纪佳松
748,华语男歌手,3572,君子
749,华语男歌手,3551,金泽
750,华语男歌手,729003,贾涛
751,华语男歌手,2969,关泽楠
752,华语男歌手,2909,郭晋安
753,华语男歌手,1044179,攻击
754,华语男歌手,3029,高信
755,华语男歌手,2881,高皓正
756,华语男歌手,3055,何勇
757,华语男歌手,3217,哈孜肯
758,华语男歌手,3075,何训田
759,华语男歌手,3138,何家劲
760,华语男歌手,3524,极泷
761,华语男歌手,3541,姜昆
762,华语男歌手,1049408,姜潮
763,华语男歌手,1049100,九阳
764,华语男歌手,3462,吉杰
765,华语男歌手,2899,关贵敏
766,华语男歌手,2911,郭颂
767,华语男歌手,1039344,果粒陈
768,华语男歌手,2962,格茸农布
769,华语男歌手,1039129,宫无后
770,华语男歌手,3105,何维健
